68.787117,nan,nan,nan
69.691101,nan,nan,nan
70.406731,nan,nan,nan
69.625168,nan,nan,nan
69.314438,nan,nan,nan
69.116699,nan,nan,nan
70.001823,nan,nan,nan
69.662849,nan,nan,nan
70.397316,nan,nan,nan
70.321991,nan,nan,nan
70.821060,nan,nan,nan
70.406731,nan,nan,nan
70.915230,nan,nan,nan
70.773972,nan,nan,nan
71.037643,nan,nan,nan
70.566841,nan,nan,nan
69.879402,nan,nan,nan
70.067757,nan,nan,nan
68.984856,nan,nan,nan
68.984856,nan,nan,nan
69.540436,nan,nan,nan
69.559280,nan,nan,nan
70.143082,nan,nan,nan
70.256081,nan,nan,nan
69.926514,nan,nan,nan
70.331398,nan,nan,nan
71.536720,nan,nan,nan
71.564964,nan,nan,nan
71.838036,nan,nan,nan
71.838036,nan,nan,nan
71.960457,nan,nan,nan
72.619614,nan,nan,nan
72.968025,nan,nan,nan
73.118675,nan,nan,nan
73.062187,nan,nan,nan
73.081009,nan,nan,nan
73.363510,nan,nan,nan
74.210976,nan,nan,nan
74.229828,nan,nan,nan
74.258079,nan,nan,nan
74.041481,nan,nan,nan
74.163910,nan,nan,nan
78.919205,nan,nan,nan
78.994522,nan,nan,nan
78.325974,nan,nan,nan
78.325974,nan,nan,nan
79.145210,nan,nan,nan
79.229942,nan,nan,nan
79.540695,nan,nan,nan
79.352364,nan,nan,nan
79.625435,73.044862,86.206007,73.009358
79.182869,72.375787,85.989951,73.178790
78.975700,71.973236,85.978165,73.365904
79.032196,71.850738,86.213654,73.559203
79.145210,71.828954,86.461466,73.725959
78.530067,71.106965,85.953170,73.927790
78.738258,71.275683,86.200833,74.100201
77.981155,70.447485,85.514826,74.272069
78.104187,70.567913,85.640461,74.423293
79.230362,71.669302,86.791422,74.557045
78.653099,71.029144,86.277054,74.718071
78.795021,71.133408,86.456634,74.850812
79.372330,71.697166,87.047493,74.950641
80.328148,72.605798,88.050498,75.193521
78.870743,71.072676,86.668810,75.415293
79.656227,71.859585,87.452870,75.583144
79.741432,71.947574,87.535290,75.827322
76.731934,68.991963,84.471904,76.055839
77.214592,69.623351,84.805833,76.163519
78.340782,70.978194,85.703370,76.358100
78.066338,70.931069,85.201606,76.535670
79.646774,72.729003,86.564545,76.700762
80.659409,73.932624,87.386193,76.842475
80.990623,74.391406,87.589841,77.032128
80.772949,74.305241,87.240658,77.217217
80.148361,73.885118,86.411605,77.371884
82.192513,76.162173,88.222852,77.507352
81.747734,75.770482,87.724986,77.845797
81.227234,75.359892,87.094576,78.000487
80.933838,75.212331,86.655345,78.128509
80.914917,75.382645,86.447189,78.262450
80.924385,75.602609,86.246161,78.387909
80.820267,75.680072,85.960461,78.503697
81.113655,76.156350,86.070960,78.597836
81.123123,76.350542,85.895704,78.689131
80.952774,76.400510,85.505038,78.794676
81.340782,77.049540,85.632025,78.896178
81.719330,77.681298,85.757361,79.016160
82.438583,78.580834,86.296333,79.171981
83.460663,79.771496,87.149829,79.321756
83.545822,79.980563,87.111081,79.481130
83.489052,80.114076,86.864028,79.653417
83.110512,79.970757,86.250266,79.871069
83.356544,80.104729,86.608360,79.987380
84.795059,81.422636,88.167482,80.071574
83.612091,80.027359,87.196823,80.220910
85.306076,81.639287,88.972865,80.372362
85.268227,81.358281,89.178172,80.514013
85.173599,81.050955,89.296244,80.638251
86.697273,82.386582,91.007965,80.806468
86.971710,82.357065,91.586355,80.952662
86.895996,81.980666,91.811326,81.097934
87.378662,82.215997,92.541327,81.301525
89.015877,83.599552,94.432201,81.479572
88.883392,83.086368,94.680416,81.697383
87.766663,81.647807,93.885519,81.929977
89.914932,83.631160,96.198705,82.172629
89.205147,82.591652,95.818641,82.538447
86.858154,80.057102,93.659206,82.869806
83.280830,76.473347,90.088314,83.078819
86.432274,79.687856,93.176692,83.148801
84.804504,78.071733,91.537276,83.380463
80.451195,73.792009,87.110380,83.446772
83.451195,76.831316,90.071074,83.382449
84.350258,77.770065,90.930451,83.430802
85.012711,78.527874,91.497548,83.537100
86.343849,79.911616,92.776082,83.650339
88.102898,81.686471,94.519325,83.791737
87.475342,81.204267,93.746417,84.060891
88.159912,82.062491,94.257333,84.253035
86.990425,80.969406,93.011444,84.439108
87.218613,81.380273,93.056952,84.584952
89.434021,83.675373,95.192669,84.709737
90.727135,84.881701,96.572568,84.855606
89.567131,83.543565,95.590697,85.036222
89.158287,83.080632,95.235942,85.177304
88.283516,82.234839,94.332193,85.323834
88.473709,82.409040,94.538378,85.510629
89.034683,82.975509,95.093858,85.631133
88.730408,82.690804,94.770011,85.754148
89.243858,83.272146,95.215570,85.874071
89.785835,83.877608,95.694063,85.992721
91.792053,85.939281,97.644825,86.104312
92.010727,86.111934,97.909519,86.273628
89.766823,83.817090,95.716556,86.417985
89.234337,83.401183,95.067491,86.528098
89.548103,83.890754,95.205453,86.647735
89.947456,84.447196,95.447717,86.772033
88.321556,82.955236,93.687876,86.948733
88.549744,83.335742,93.763745,87.036976
87.931725,82.811183,93.052266,87.109378
85.374031,80.361156,90.386906,87.169665
82.892395,77.969143,87.815647,87.171108
89.167793,84.228869,94.106718,87.104162
85.069771,80.241150,89.898392,87.210393
84.993690,80.176816,89.810565,87.174821
86.781227,82.039211,91.523244,87.183784
84.166481,79.461688,88.871274,87.200324
85.297966,80.540136,90.055796,87.144997
87.789124,83.036122,92.542125,87.147176
87.836655,83.088656,92.584653,87.165464
85.792396,81.046261,90.538532,87.178823
86.305824,81.537289,91.074359,87.155287
88.312057,83.531361,93.092754,87.137575
87.342224,82.575687,92.108761,87.124929
88.977631,84.228222,93.727039,87.097638
88.502228,83.733908,93.270548,87.111046
89.538620,84.812786,94.264454,87.053103
91.345154,86.608255,96.082052,87.024202
91.696968,86.837582,96.556354,87.094813
91.383224,86.543285,96.223164,87.264197
90.327797,85.392932,95.262661,87.355814
90.660576,85.753054,95.568098,87.474314
88.540268,84.071117,93.009419,87.757114
87.770081,83.508307,92.031854,87.944418
89.624191,85.509040,93.739343,88.020880
91.107468,87.086879,95.128056,88.112105
88.920593,84.871899,92.969288,88.238618
90.327797,86.278741,94.376852,88.258125
88.911064,84.840500,92.981628,88.312166
89.443535,85.373379,93.513691,88.325047
90.479919,86.428387,94.531452,88.368016
91.487785,87.423297,95.552274,88.413986
91.097938,86.961653,95.234224,88.442994
92.172394,88.020161,96.324626,88.438942
93.094681,88.835706,97.353656,88.483420
92.894989,88.465723,97.324255,88.533887
93.208771,88.638999,97.778543,88.585157
92.533684,87.811007,97.256360,88.643839
92.772430,87.948118,97.596743,88.697933
91.846123,86.914236,96.778010,88.742001
92.018028,87.029716,97.006340,88.767373
93.202156,88.154793,98.249519,88.787525
93.106659,87.987178,98.226140,88.771307
94.214378,89.038909,99.389847,88.759969
93.880157,88.525547,99.234768,88.812398
93.927895,88.428381,99.427408,88.892025
93.593674,87.955226,99.232121,88.941060
94.491318,88.742234,100.240401,88.997204
94.386269,88.494060,100.278477,89.094359
96.248413,90.228567,102.268259,89.223528
97.088737,90.839135,103.338340,89.378770
97.585327,91.181979,103.988675,89.623880
97.871811,91.513481,104.230141,89.953408
96.334335,89.669655,102.999016,90.101041
97.050560,90.414911,103.686209,90.428930
96.496689,89.879324,103.114054,90.743342
96.744980,90.094617,103.395343,90.977722
96.305710,89.832194,102.779225,91.307673
96.850014,90.519655,103.180372,91.590034
95.618133,89.253151,101.983116,91.797281
96.315254,89.996695,102.633814,92.072683
96.315254,90.178783,102.451725,92.328295
97.279739,91.314590,103.244888,92.558211
96.582634,90.614184,102.551084,92.737800
95.885529,90.043365,101.727693,92.906963
93.956558,88.180499,99.732617,93.072847
94.615471,88.996236,100.234706,93.175477
93.144852,87.619661,98.670043,93.258734
94.185738,88.691618,99.679857,93.293886
94.166626,88.691464,99.641788,93.336023
95.503563,90.058819,100.948306,93.386748
94.586815,89.194296,99.979333,93.487683
95.264847,89.935269,100.594425,93.546532
96.601746,91.469505,101.733987,93.700858
97.260658,92.380826,102.140491,93.895150
97.518478,92.723805,102.313152,94.083111
97.384788,92.582560,102.187017,94.249257
99.495201,94.874795,104.115607,94.477077
100.679321,96.003734,105.354909,94.681564
100.182770,95.503677,104.861862,94.930229
101.175896,96.532548,105.819244,95.163639
100.383308,95.626573,105.140043,95.376788
99.695747,94.859969,104.531526,95.573334
101.481476,96.673581,106.289371,95.790308
103.104874,98.132341,108.077406,96.117495
102.808861,97.496416,108.121305,96.331924
105.835999,100.271760,111.400237,96.508324
104.680534,98.562684,110.798385,96.777078
102.827957,96.398109,109.257806,97.045770
100.622032,94.072638,107.171426,97.262374
101.300041,94.839781,107.760302,97.418047
101.491028,95.097372,107.884684,97.568141
102.722893,96.334858,109.110927,97.698434
103.171715,96.742518,109.600911,97.845613
103.257675,96.723722,109.791628,97.974453
103.973869,97.367550,110.580188,98.132950
104.556389,97.850417,111.262361,98.258640
104.728264,97.926506,111.530022,98.430158
104.088463,97.159426,111.017499,98.559577
103.334061,96.351073,110.317049,98.743120
104.623230,97.569380,111.677080,98.862079
103.204498,95.997251,110.411746,98.973408
103.185310,95.902985,110.467636,99.095180
103.127792,95.773744,110.481841,99.181668
102.447174,95.071175,109.823173,99.298337
101.594017,94.206832,108.981202,99.380328
102.629311,95.277191,109.981430,99.471747
103.108604,95.762305,110.454904,99.554241
103.913864,96.582390,111.245338,99.679209
105.064194,97.706010,112.422377,99.793463
